Data,Vacinados,Delta
2021-02-03 02:45:00,510769,10.0
2021-02-03 03:15:00,510778,9.0
2021-02-03 03:40:00,510789,11.0
2021-02-03 04:15:00,510802,13.0
2021-02-03 04:40:00,510809,7.0
2021-02-03 05:10:00,510815,6.0
2021-02-03 05:50:00,510832,17.0
2021-02-03 06:15:00,510849,17.0
2021-02-03 06:50:00,510888,39.0
2021-02-03 07:15:00,511045,157.0
2021-02-03 07:50:00,512045,1000.0
2021-02-03 08:15:00,513172,1127.0
2021-02-03 08:45:00,515401,2229.0
2021-02-03 09:20:00,518745,3344.0
2021-02-03 09:45:00,521331,2586.0
2021-02-03 10:20:00,525216,3885.0
2021-02-03 10:45:00,528191,2975.0
2021-02-03 11:20:00,532497,4306.0
2021-02-03 11:50:00,535979,3482.0
2021-02-03 12:20:00,538643,2664.0
2021-02-03 12:45:00,540690,2047.0
2021-02-03 13:20:00,543583,2893.0
2021-02-03 13:50:00,546691,3108.0
2021-02-03 14:20:00,550181,3490.0
2021-02-03 14:45:00,553449,3268.0
2021-02-03 16:00:00,564415,10966.0
2021-02-03 16:30:00,568130,3715.0
2021-02-03 17:00:00,571273,3143.0
2021-02-03 17:30:00,573828,2555.0
2021-02-03 18:00:00,575933,2105.0
2021-02-03 18:35:00,577804,1871.0
2021-02-03 19:00:00,578991,1187.0
2021-02-03 19:30:00,579897,906.0
2021-02-03 20:05:00,580741,844.0
2021-02-03 20:30:00,581054,313.0
2021-02-03 21:00:00,581427,373.0
2021-02-03 21:30:00,581736,309.0
2021-02-03 22:00:00,581911,175.0
2021-02-03 22:30:00,582028,117.0
2021-02-03 23:00:00,582105,77.0
2021-02-03 23:35:00,582187,82.0
2021-02-04 00:05:00,582264,77.0
2021-02-04 00:35:00,582315,51.0
2021-02-04 01:00:00,582338,23.0
2021-02-04 01:35:00,582364,26.0
2021-02-04 02:00:00,582385,21.0
2021-02-04 02:35:00,582400,15.0
2021-02-04 02:40:00,582403,3.0
2021-02-04 03:35:00,582405,2.0
2021-02-04 03:45:00,582406,1.0
2021-02-04 04:15:00,582408,2.0
2021-02-04 05:35:00,582412,4.0
2021-02-04 06:05:00,582447,35.0
2021-02-04 06:35:00,582544,97.0
2021-02-04 07:05:00,582727,183.0
2021-02-04 07:35:00,583462,735.0
2021-02-04 08:05:00,584927,1465.0
2021-02-04 08:35:00,587472,2545.0
2021-02-04 09:10:00,591287,3815.0
2021-02-04 09:35:00,594417,3130.0
2021-02-04 10:10:00,599183,4766.0
2021-02-04 10:35:00,602741,3558.0
2021-02-04 11:05:00,607059,4318.0
2021-02-04 11:35:00,611238,4179.0
2021-02-04 12:10:00,615305,4067.0
2021-02-04 12:35:00,617566,2261.0
2021-02-04 13:05:00,620351,2785.0
2021-02-04 13:35:00,623639,3288.0
2021-02-04 14:05:00,627596,3957.0
2021-02-04 14:35:00,631795,4199.0
2021-02-04 15:05:00,636794,4999.0
2021-02-04 15:35:00,641852,5058.0
2021-02-04 16:10:00,647068,5216.0
2021-02-04 16:35:00,650149,3081.0
2021-02-04 17:10:00,653598,3449.0
2021-02-04 17:35:00,655369,1771.0
2021-02-04 18:05:00,657206,1837.0
2021-02-04 18:35:00,658560,1354.0
2021-02-04 19:10:00,659705,1145.0
2021-02-04 19:40:00,660541,836.0
2021-02-04 20:10:00,661241,700.0
2021-02-04 20:35:00,661773,532.0
2021-02-04 21:05:00,662338,565.0
2021-02-04 21:40:00,662833,495.0
2021-02-04 22:00:00,663026,193.0
2021-02-04 22:35:00,663276,250.0
2021-02-04 23:05:00,663397,121.0
2021-02-04 23:35:00,663484,87.0
2021-02-05 00:05:00,663560,76.0
2021-02-05 00:35:00,663587,27.0
2021-02-05 01:05:00,663611,24.0
2021-02-05 01:35:00,663631,20.0
2021-02-05 02:05:00,663655,24.0
2021-02-05 02:35:00,663673,18.0
2021-02-05 02:55:00,663679,6.0
2021-02-05 03:35:00,663682,3.0
2021-02-05 04:10:00,663692,10.0
2021-02-05 04:35:00,663700,8.0
2021-02-05 05:05:00,663723,23.0
2021-02-05 05:35:00,663743,20.0
2021-02-05 06:05:00,663764,21.0
2021-02-05 06:35:00,663823,59.0
2021-02-05 07:10:00,664018,195.0
2021-02-05 07:35:00,664654,636.0
2021-02-05 08:05:00,666212,1558.0
2021-02-05 08:40:00,669423,3211.0
2021-02-05 09:10:00,673218,3795.0
2021-02-05 09:35:00,677169,3951.0
2021-02-05 10:05:00,682320,5151.0
2021-02-05 10:35:00,687945,5625.0
2021-02-05 11:10:00,694029,6084.0
2021-02-05 11:35:00,698396,4367.0
2021-02-05 12:05:00,702815,4419.0
2021-02-05 12:40:00,706669,3854.0
2021-02-05 13:10:00,709933,3264.0
2021-02-05 13:35:00,713040,3107.0
2021-02-05 14:10:00,717864,4824.0
2021-02-05 14:40:00,722787,4923.0
2021-02-05 15:10:00,728221,5434.0
2021-02-05 15:40:00,733231,5010.0
2021-02-05 16:05:00,737451,4220.0
2021-02-05 16:40:00,742048,4597.0
2021-02-05 17:05:00,744824,2776.0
2021-02-05 17:40:00,747605,2781.0
2021-02-05 18:00:00,749188,1583.0
2021-02-05 21:10:00,749188,0.0
2021-02-05 21:40:00,749188,0.0
2021-02-05 22:10:00,749188,0.0
2021-02-05 22:40:00,749188,0.0
2021-02-05 23:10:00,749188,0.0
2021-02-05 23:40:00,749188,0.0
2021-02-06 00:05:00,749188,0.0
2021-02-06 00:40:00,749188,0.0
2021-02-06 01:10:00,749188,0.0
2021-02-06 01:40:00,749188,0.0
2021-02-06 02:05:00,749188,0.0
2021-02-06 02:40:00,749188,0.0
2021-02-06 03:10:00,749188,0.0
2021-02-06 03:40:00,749188,0.0
2021-02-06 04:10:00,749188,0.0
2021-02-06 04:40:00,749188,0.0
2021-02-06 05:05:00,749188,0.0
2021-02-06 05:40:00,749188,0.0
2021-02-06 06:05:00,749188,0.0
2021-02-06 06:40:00,749188,0.0
2021-02-06 07:15:00,749188,0.0
2021-02-06 07:40:00,749188,0.0
2021-02-06 08:15:00,749188,0.0
2021-02-06 08:40:00,749188,0.0
2021-02-06 09:15:00,751537,2349.0
2021-02-06 09:40:00,753700,2163.0
2021-02-06 10:15:00,757132,3432.0
2021-02-06 10:40:00,759539,2407.0
2021-02-06 11:15:00,762739,3200.0
2021-02-06 11:45:00,765345,2606.0
2021-02-06 12:10:00,767244,1899.0
2021-02-06 12:45:00,769308,2064.0
2021-02-06 13:15:00,771331,2023.0
2021-02-06 13:50:00,773703,2372.0
2021-02-06 14:20:00,775647,1944.0
2021-02-06 14:45:00,777305,1658.0
2021-02-06 15:20:00,779705,2400.0
2021-02-06 15:50:00,781729,2024.0
2021-02-06 16:20:00,783412,1683.0
2021-02-06 16:50:00,784897,1485.0
2021-02-06 18:45:00,787717,2820.0
2021-02-06 19:10:00,788088,371.0
2021-02-06 19:45:00,788473,385.0
2021-02-06 20:10:00,788694,221.0
2021-02-06 20:40:00,788915,221.0
2021-02-06 21:15:00,789119,204.0
2021-02-06 21:40:00,789264,145.0
2021-02-06 22:10:00,789392,128.0
2021-02-06 22:40:00,789551,159.0
2021-02-06 23:10:00,789678,127.0
2021-02-06 23:40:00,789768,90.0
2021-02-07 00:15:00,789885,117.0
2021-02-07 00:40:00,789917,32.0
2021-02-07 01:15:00,789979,62.0
2021-02-07 01:40:00,789989,10.0
2021-02-07 02:10:00,790008,19.0
2021-02-07 02:40:00,790025,17.0
2021-02-07 03:15:00,790049,24.0
2021-02-07 03:40:00,790061,12.0
2021-02-07 04:15:00,790085,24.0
2021-02-07 04:40:00,790115,30.0
2021-02-07 05:15:00,790166,51.0
2021-02-07 05:40:00,790191,25.0
2021-02-07 06:15:00,790220,29.0
2021-02-07 06:45:00,790254,34.0
2021-02-07 07:15:00,790311,57.0
2021-02-07 07:45:00,790465,154.0
2021-02-07 08:10:00,790607,142.0
2021-02-07 08:45:00,791005,398.0
2021-02-07 09:15:00,791541,536.0
2021-02-07 09:45:00,792111,570.0
2021-02-07 10:10:00,792592,481.0
2021-02-07 10:45:00,793386,794.0
2021-02-07 11:15:00,794247,861.0
2021-02-07 11:45:00,794909,662.0
2021-02-07 12:10:00,795465,556.0
2021-02-07 12:45:00,796020,555.0
2021-02-07 13:10:00,796497,477.0
2021-02-07 13:50:00,797324,827.0
2021-02-07 14:10:00,797845,521.0
2021-02-07 14:45:00,798811,966.0
2021-02-07 15:15:00,799641,830.0
2021-02-07 15:50:00,800516,875.0
2021-02-07 16:15:00,801078,562.0
2021-02-07 16:45:00,801581,503.0
2021-02-07 17:10:00,801908,327.0
2021-02-07 17:45:00,802298,390.0
2021-02-07 18:15:00,802596,298.0
2021-02-07 18:45:00,802811,215.0
2021-02-07 19:15:00,802955,144.0
2021-02-07 19:50:00,803047,92.0
2021-02-07 22:05:00,803634,587.0
2021-02-07 22:40:00,803742,108.0
2021-02-07 23:05:00,803832,90.0
2021-02-07 23:40:00,804040,208.0
2021-02-08 00:05:00,804165,125.0
2021-02-08 00:40:00,804332,167.0
2021-02-08 01:05:00,804424,92.0
2021-02-08 01:40:00,804541,117.0
2021-02-08 02:05:00,804614,73.0
2021-02-08 02:40:00,804724,110.0
2021-02-08 03:05:00,804786,62.0
2021-02-08 03:40:00,804868,82.0
2021-02-08 04:15:00,804951,83.0
2021-02-08 04:40:00,805023,72.0
2021-02-08 05:10:00,805095,72.0
2021-02-08 05:45:00,805154,59.0
2021-02-08 06:15:00,805221,67.0
2021-02-08 06:45:00,805295,74.0
2021-02-08 07:10:00,805439,144.0
2021-02-08 07:45:00,806274,835.0
2021-02-08 08:15:00,808017,1743.0
2021-02-08 08:40:00,810396,2379.0
2021-02-08 09:10:00,814101,3705.0
2021-02-08 09:40:00,819201,5100.0
2021-02-08 10:10:00,824214,5013.0
2021-02-08 10:40:00,829731,5517.0
2021-02-08 11:10:00,835916,6185.0
2021-02-08 11:40:00,841736,5820.0
2021-02-08 12:10:00,846579,4843.0
2021-02-08 12:45:00,851286,4707.0
2021-02-08 13:15:00,855129,3843.0
2021-02-08 13:45:00,859672,4543.0
2021-02-08 14:10:00,863823,4151.0
2021-02-08 14:40:00,869857,6034.0
2021-02-08 15:10:00,875679,5822.0
2021-02-08 15:45:00,882510,6831.0
2021-02-08 16:15:00,888346,5836.0
2021-02-08 16:45:00,893195,4849.0
2021-02-08 17:10:00,896254,3059.0
2021-02-08 17:45:00,899373,3119.0
2021-02-08 18:10:00,901121,1748.0
2021-02-08 18:40:00,903133,2012.0
2021-02-08 20:40:00,906044,2911.0
2021-02-08 21:05:00,906283,239.0
2021-02-08 21:35:00,906558,275.0
2021-02-08 22:05:00,906757,199.0
2021-02-08 22:40:00,906894,137.0
2021-02-08 23:05:00,907002,108.0
2021-02-08 23:40:00,907060,58.0
2021-02-09 00:05:00,907102,42.0
2021-02-09 00:35:00,907161,59.0
2021-02-09 01:05:00,907205,44.0
2021-02-09 01:40:00,907242,37.0
2021-02-09 02:10:00,907247,5.0
2021-02-09 02:35:00,907250,3.0
2021-02-09 03:05:00,907259,9.0
2021-02-09 03:40:00,907281,22.0
2021-02-09 04:05:00,907301,20.0
2021-02-09 04:40:00,907330,29.0
2021-02-09 05:10:00,907347,17.0
2021-02-09 05:35:00,907356,9.0
2021-02-09 06:05:00,907392,36.0
2021-02-09 06:35:00,907428,36.0
2021-02-09 07:05:00,907569,141.0
2021-02-09 07:40:00,908787,1218.0
2021-02-09 08:05:00,910752,1965.0
2021-02-09 08:35:00,914358,3606.0
2021-02-09 11:10:00,945011,30653.0
2021-02-09 11:35:00,950640,5629.0
2021-02-09 12:10:00,957135,6495.0
2021-02-09 12:40:00,961365,4230.0
2021-02-09 13:10:00,965253,3888.0
2021-02-09 13:40:00,969586,4333.0
2021-02-09 14:10:00,974597,5011.0
2021-02-09 14:45:00,981198,6601.0
2021-02-09 15:10:00,986417,5219.0
2021-02-09 15:40:00,992439,6022.0
2021-02-09 16:10:00,998030,5591.0
2021-02-09 16:40:00,1002992,4962.0
2021-02-09 17:10:00,1006938,3946.0
2021-02-09 17:40:00,1009759,2821.0
2021-02-09 18:10:00,1012278,2519.0
2021-02-09 18:40:00,1014515,2237.0
2021-02-09 19:15:00,1016188,1673.0
2021-02-09 19:40:00,1017005,817.0
2021-02-09 20:05:00,1017644,639.0
2021-02-09 20:40:00,1018313,669.0
2021-02-09 21:10:00,1018711,398.0
2021-02-09 21:45:00,1018991,280.0
2021-02-09 22:10:00,1019074,83.0
2021-02-09 22:45:00,1019176,102.0
2021-02-09 23:10:00,1019271,95.0
2021-02-09 23:45:00,1019353,82.0
2021-02-10 00:10:00,1019411,58.0
2021-02-10 00:45:00,1019445,34.0
2021-02-10 01:10:00,1019466,21.0
2021-02-10 01:40:00,1019479,13.0
2021-02-10 02:10:00,1019491,12.0
2021-02-10 02:40:00,1019496,5.0
2021-02-10 03:10:00,1019504,8.0
2021-02-10 03:40:00,1019511,7.0
2021-02-10 04:10:00,1019512,1.0
2021-02-10 04:40:00,1019512,0.0
2021-02-10 05:10:00,1019512,0.0
2021-02-10 05:45:00,1019519,7.0
2021-02-10 06:15:00,1019531,12.0
2021-02-10 06:40:00,1019554,23.0
2021-02-10 07:15:00,1019652,98.0
2021-02-10 07:45:00,1020446,794.0
2021-02-10 08:15:00,1021997,1551.0
2021-02-10 08:40:00,1023951,1954.0
2021-02-10 09:15:00,1028016,4065.0
2021-02-10 09:45:00,1032387,4371.0
2021-02-10 10:15:00,1037180,4793.0
2021-02-10 10:50:00,1043071,5891.0
2021-02-10 11:15:00,1046966,3895.0
2021-02-10 11:45:00,1051373,4407.0
2021-02-10 12:15:00,1054937,3564.0
2021-02-10 12:45:00,1057756,2819.0
2021-02-10 13:15:00,1060383,2627.0
2021-02-10 13:50:00,1064724,4341.0
2021-02-10 14:20:00,1068796,4072.0
2021-02-10 14:45:00,1072907,4111.0
2021-02-10 15:15:00,1078699,5792.0
2021-02-10 15:45:00,1083989,5290.0
2021-02-10 16:15:00,1088716,4727.0
2021-02-10 16:50:00,1093888,5172.0
2021-02-10 17:15:00,1096296,2408.0
2021-02-10 17:50:00,1098835,2539.0
2021-02-10 18:15:00,1100585,1750.0
2021-02-10 18:50:00,1102489,1904.0
2021-02-10 19:15:00,1103406,917.0
2021-02-10 19:50:00,1104228,822.0
2021-02-10 20:15:00,1104666,438.0
2021-02-10 20:50:00,1105044,378.0
2021-02-10 21:20:00,1105315,271.0
2021-02-10 21:50:00,1105461,146.0
2021-02-10 22:15:00,1105568,107.0
2021-02-10 22:45:00,1105621,53.0
2021-02-10 23:15:00,1105667,46.0
2021-02-10 23:50:00,1105694,27.0
2021-02-11 00:20:00,1105715,21.0
2021-02-11 00:50:00,1105738,23.0
2021-02-11 01:20:00,1105744,6.0
2021-02-11 01:45:00,1105746,2.0
2021-02-11 02:20:00,1105751,5.0
2021-02-11 02:50:00,1105755,4.0
2021-02-11 03:15:00,1105755,0.0
2021-02-11 03:45:00,1105758,3.0
2021-02-11 04:15:00,1105760,2.0
2021-02-11 04:50:00,1105760,0.0
2021-02-11 05:15:00,1105762,2.0
2021-02-11 05:50:00,1105763,1.0
2021-02-11 06:15:00,1105783,20.0
2021-02-11 06:50:00,1105824,41.0
2021-02-11 07:15:00,1106080,256.0
2021-02-11 07:45:00,1107296,1216.0
2021-02-11 08:15:00,1109787,2491.0
2021-02-11 08:45:00,1114209,4422.0
2021-02-11 09:15:00,1120004,5795.0
2021-02-11 09:50:00,1127455,7451.0
2021-02-11 10:20:00,1134721,7266.0
2021-02-11 10:45:00,1141602,6881.0
2021-02-11 11:15:00,1149485,7883.0
2021-02-11 11:50:00,1157048,7563.0
2021-02-11 12:20:00,1162267,5219.0
2021-02-11 12:50:00,1166582,4315.0
2021-02-11 13:15:00,1170049,3467.0
2021-02-11 13:50:00,1176286,6237.0
2021-02-11 14:15:00,1181120,4834.0
2021-02-11 14:50:00,1188324,7204.0
2021-02-11 15:15:00,1194375,6051.0
2021-02-11 15:50:00,1202908,8533.0
2021-02-11 16:16:00,1208983,6075.0
2021-02-11 16:50:00,1214922,5939.0
2021-02-11 17:20:00,1218556,3634.0
2021-02-11 17:45:00,1221113,2557.0
2021-02-11 18:20:00,1224463,3350.0
2021-02-11 18:50:00,1227152,2689.0
2021-02-11 19:20:00,1229081,1929.0
2021-02-11 19:45:00,1230336,1255.0
2021-02-11 20:20:00,1231521,1185.0
2021-02-11 20:45:00,1232082,561.0
2021-02-11 21:25:00,1232703,621.0
2021-02-11 21:50:00,1232901,198.0
2021-02-11 22:25:00,1232995,94.0
2021-02-11 22:50:00,1233045,50.0
2021-02-11 23:20:00,1233091,46.0
2021-02-11 23:45:00,1233120,29.0
2021-02-12 00:25:00,1233144,24.0
2021-02-12 00:50:00,1233163,19.0
2021-02-12 01:20:00,1233168,5.0
2021-02-12 01:50:00,1233182,14.0
2021-02-12 10:45:00,1279816,46634.0
2021-02-12 11:20:00,1290138,10322.0
2021-02-12 11:45:00,1297371,7233.0
2021-02-12 12:20:00,1305311,7940.0
2021-02-12 13:30:00,1318179,12868.0
2021-02-12 14:00:00,1325346,7167.0
2021-02-12 14:30:00,1333162,7816.0
2021-02-12 15:05:00,1342657,9495.0
2021-02-12 15:35:00,1350840,8183.0
2021-02-12 16:00:00,1358787,7947.0
2021-02-12 16:35:00,1366674,7887.0
2021-02-12 17:00:00,1371981,5307.0
2021-02-12 17:35:00,1376796,4815.0
2021-02-12 18:00:00,1380132,3336.0
2021-02-12 18:35:00,1384298,4166.0
2021-02-12 19:00:00,1386961,2663.0
2021-02-12 19:30:00,1388823,1862.0
2021-02-12 20:00:00,1390119,1296.0
2021-02-12 20:35:00,1390923,804.0
2021-02-12 21:00:00,1391299,376.0
2021-02-12 21:35:00,1391611,312.0
2021-02-12 22:00:00,1391754,143.0
2021-02-12 22:35:00,1391861,107.0
2021-02-12 23:00:00,1391952,91.0
2021-02-12 23:30:00,1392024,72.0
2021-02-13 00:00:00,1392090,66.0
2021-02-13 00:35:00,1392132,42.0
2021-02-13 01:00:00,1392161,29.0
2021-02-13 01:30:00,1392195,34.0
2021-02-13 02:00:00,1392208,13.0
2021-02-13 02:30:00,1392220,12.0
2021-02-13 03:00:00,1392230,10.0
2021-02-13 03:30:00,1392241,11.0
2021-02-13 04:00:00,1392246,5.0
2021-02-13 04:35:00,1392249,3.0
2021-02-13 05:00:00,1392249,0.0
2021-02-13 05:30:00,1392253,4.0
2021-02-13 06:00:00,1392275,22.0
2021-02-13 06:30:00,1392352,77.0
2021-02-13 07:00:00,1392457,105.0
2021-02-13 07:35:00,1392767,310.0
2021-02-13 08:05:00,1393412,645.0
2021-02-13 12:50:00,1418452,25040.0
2021-02-13 13:20:00,1419991,1539.0
2021-02-13 13:50:00,1421658,1667.0
2021-02-13 14:20:00,1423392,1734.0
2021-02-13 14:55:00,1425395,2003.0
2021-02-13 15:20:00,1426710,1315.0
2021-02-13 15:55:00,1428596,1886.0
2021-02-13 16:20:00,1429713,1117.0
2021-02-13 16:50:00,1431054,1341.0
2021-02-13 17:20:00,1432021,967.0
2021-02-13 17:55:00,1432779,758.0
2021-02-13 18:20:00,1433188,409.0
2021-02-14 10:40:00,1440656,7468.0
2021-02-14 11:15:00,1441726,1070.0
2021-02-14 11:40:00,1442489,763.0
2021-02-14 12:10:00,1443300,811.0
2021-02-14 12:40:00,1443975,675.0
2021-02-14 13:10:00,1444502,527.0
2021-02-14 13:40:00,1445196,694.0
2021-02-14 14:10:00,1445880,684.0
2021-02-14 14:40:00,1446586,706.0
2021-02-14 15:05:00,1447104,518.0
2021-02-14 15:40:00,1447953,849.0
2021-02-14 16:10:00,1448587,634.0
2021-02-14 16:40:00,1449176,589.0
2021-02-14 17:10:00,1449786,610.0
2021-02-14 17:40:00,1450215,429.0
2021-02-14 18:15:00,1450555,340.0
2021-02-14 18:45:00,1450768,213.0
2021-02-14 19:15:00,1450902,134.0
2021-02-14 19:40:00,1450980,78.0
2021-02-14 20:15:00,1451138,158.0
2021-02-14 20:45:00,1451251,113.0
2021-02-14 21:15:00,1451351,100.0
2021-02-14 21:50:00,1451394,43.0
2021-02-14 22:15:00,1451444,50.0
2021-02-14 22:50:00,1451483,39.0
2021-02-14 23:15:00,1451517,34.0
2021-02-14 23:50:00,1451564,47.0
2021-02-15 00:15:00,1451587,23.0
2021-02-15 00:50:00,1451617,30.0
2021-02-15 01:15:00,1451637,20.0
2021-02-15 01:50:00,1451652,15.0
2021-02-15 02:15:00,1451652,0.0
2021-02-15 02:45:00,1451665,13.0
2021-02-15 03:15:00,1451671,6.0
2021-02-15 03:50:00,1451672,1.0
2021-02-15 04:20:00,1451677,5.0
2021-02-15 04:50:00,1451688,11.0
2021-02-15 05:15:00,1451693,5.0
2021-02-15 05:45:00,1451715,22.0
2021-02-15 06:15:00,1451728,13.0
2021-02-15 06:45:00,1451809,81.0
2021-02-15 07:15:00,1452209,400.0
2021-02-15 07:45:00,1454218,2009.0
2021-02-15 08:20:00,1458165,3947.0
2021-02-15 08:50:00,1462853,4688.0
2021-02-15 09:15:00,1468126,5273.0
2021-02-15 09:50:00,1475812,7686.0
2021-02-15 10:15:00,1481558,5746.0
2021-02-15 10:45:00,1489363,7805.0
2021-02-15 11:15:00,1496910,7547.0
2021-02-15 11:50:00,1504450,7540.0
2021-02-15 12:15:00,1508519,4069.0
2021-02-15 12:50:00,1513508,4989.0
2021-02-15 13:15:00,1517047,3539.0
2021-02-15 13:40:00,1520892,3845.0
2021-02-15 14:10:00,1526185,5293.0
2021-02-15 14:45:00,1533226,7041.0
2021-02-15 15:15:00,1539730,6504.0
2021-02-15 15:45:00,1545950,6220.0
2021-02-15 16:15:00,1551393,5443.0
2021-02-15 16:45:00,1556199,4806.0
2021-02-15 17:10:00,1559277,3078.0
2021-02-15 17:45:00,1562389,3112.0
2021-02-15 18:15:00,1564653,2264.0
2021-02-15 18:45:00,1566772,2119.0
2021-02-15 19:15:00,1568371,1599.0
2021-02-15 19:45:00,1569543,1172.0
2021-02-15 20:20:00,1570425,882.0
2021-02-15 20:45:00,1570952,527.0
2021-02-15 21:10:00,1571291,339.0
2021-02-15 21:45:00,1571564,273.0
2021-02-16 10:55:00,1610864,39300.0
2021-02-16 11:25:00,1617269,6405.0
2021-02-16 11:55:00,1622853,5584.0
2021-02-16 12:25:00,1627088,4235.0
2021-02-16 12:55:00,1630775,3687.0
2021-02-16 13:30:00,1635541,4766.0
2021-02-16 13:55:00,1639620,4079.0
2021-02-16 14:30:00,1645757,6137.0
2021-02-16 15:00:00,1651263,5506.0
2021-02-16 15:35:00,1657348,6085.0
2021-02-16 16:00:00,1661453,4105.0
2021-02-16 16:30:00,1665624,4171.0
2021-02-16 17:00:00,1669109,3485.0
2021-02-16 17:35:00,1671936,2827.0
2021-02-16 18:00:00,1673892,1956.0
2021-02-16 18:35:00,1676352,2460.0
2021-02-16 18:50:00,1677403,1051.0
2021-02-16 19:33:00,1679335,1932.0
2021-02-16 20:00:00,1680302,967.0
2021-02-16 20:30:00,1680917,615.0
2021-02-16 21:05:00,1681458,541.0
2021-02-16 21:30:00,1681715,257.0
2021-02-16 21:55:00,1681889,174.0
2021-02-16 22:35:00,1682137,248.0
2021-02-16 23:05:00,1682262,125.0
2021-02-16 23:30:00,1682339,77.0
2021-02-17 00:00:00,1682393,54.0
2021-02-17 00:35:00,1682438,45.0
2021-02-17 01:00:00,1682457,19.0
2021-02-17 01:30:00,1682493,36.0
2021-02-17 02:00:00,1682535,42.0
2021-02-17 02:30:00,1682579,44.0
2021-02-17 03:05:00,1682584,5.0
2021-02-17 03:35:00,1682585,1.0
2021-02-17 04:05:00,1682596,11.0
2021-02-17 04:30:00,1682596,0.0
2021-02-17 05:05:00,1682610,14.0
2021-02-17 05:35:00,1682617,7.0
2021-02-17 06:05:00,1682622,5.0
2021-02-17 06:35:00,1682755,133.0
2021-02-17 07:05:00,1683015,260.0
2021-02-17 07:35:00,1684474,1459.0
2021-02-17 08:05:00,1686990,2516.0
2021-02-17 08:35:00,1690482,3492.0
2021-02-17 09:05:00,1695215,4733.0
2021-02-17 09:35:00,1700920,5705.0
2021-02-17 10:10:00,1707970,7050.0
2021-02-17 10:35:00,1713393,5423.0
2021-02-17 11:05:00,1719303,5910.0
2021-02-17 11:35:00,1724888,5585.0
2021-02-17 12:10:00,1730470,5582.0
2021-02-17 12:35:00,1733327,2857.0
2021-02-17 13:10:00,1737623,4296.0
2021-02-17 13:35:00,1741163,3540.0
2021-02-17 14:05:00,1746189,5026.0
2021-02-17 14:30:00,1750306,4117.0
2021-02-17 15:10:00,1758005,7699.0
2021-02-17 15:40:00,1763540,5535.0
2021-02-17 16:05:00,1767841,4301.0
2021-02-17 16:40:00,1772816,4975.0
2021-02-17 17:10:00,1775861,3045.0
2021-02-17 17:40:00,1778124,2263.0
2021-02-17 18:10:00,1780240,2116.0
2021-02-17 18:40:00,1782305,2065.0
2021-02-17 19:05:00,1783793,1488.0
2021-02-17 19:40:00,1784893,1100.0
2021-02-17 20:05:00,1785431,538.0
2021-02-17 20:40:00,1786000,569.0
2021-02-17 21:10:00,1786365,365.0
2021-02-17 21:40:00,1786555,190.0
2021-02-17 22:10:00,1786704,149.0
2021-02-17 22:40:00,1786837,133.0
2021-02-17 23:15:00,1786966,129.0
2021-02-17 23:45:00,1787040,74.0
2021-02-18 00:15:00,1787072,32.0
2021-02-18 00:40:00,1787078,6.0
2021-02-18 01:15:00,1787089,11.0
2021-02-18 01:45:00,1787093,4.0
2021-02-18 02:10:00,1787101,8.0
2021-02-18 02:40:00,1787109,8.0
2021-02-18 03:15:00,1787118,9.0
2021-02-18 03:40:00,1787119,1.0
2021-02-18 04:15:00,1787134,15.0
2021-02-18 04:40:00,1787139,5.0
2021-02-18 05:15:00,1787144,5.0
2021-02-18 05:40:00,1787148,4.0
2021-02-18 06:15:00,1787165,17.0
2021-02-18 06:40:00,1787294,129.0
2021-02-18 07:15:00,1787881,587.0
2021-02-18 07:40:00,1789247,1366.0
2021-02-18 08:10:00,1791655,2408.0
2021-02-18 08:40:00,1795285,3630.0
2021-02-18 09:10:00,1799839,4554.0
2021-02-18 09:45:00,1805807,5968.0
2021-02-18 10:10:00,1809866,4059.0
2021-02-18 10:35:00,1814811,4945.0
2021-02-18 11:10:00,1821858,7047.0
2021-02-18 11:45:00,1827949,6091.0
2021-02-18 12:15:00,1832111,4162.0
2021-02-18 12:35:00,1834304,2193.0
2021-02-18 13:05:00,1837721,3417.0
2021-02-18 13:40:00,1842428,4707.0
2021-02-18 14:05:00,1846153,3725.0
2021-02-18 14:40:00,1852953,6800.0
2021-02-18 15:05:00,1857540,4587.0
2021-02-18 15:35:00,1862965,5425.0
2021-02-18 16:10:00,1868464,5499.0
2021-02-18 16:40:00,1873031,4567.0
2021-02-18 17:10:00,1876548,3517.0
2021-02-18 17:40:00,1879265,2717.0
2021-02-18 18:10:00,1881667,2402.0
2021-02-18 18:40:00,1883880,2213.0
2021-02-18 19:10:00,1885528,1648.0
2021-02-18 19:40:00,1886569,1041.0
2021-02-18 20:10:00,1887394,825.0
2021-02-18 20:40:00,1887960,566.0
2021-02-18 23:35:00,1888866,906.0
2021-02-19 00:05:00,1888893,27.0
2021-02-19 00:40:00,1888928,35.0
2021-02-19 01:10:00,1888964,36.0
2021-02-19 01:40:00,1888985,21.0
2021-02-19 02:10:00,1888992,7.0
2021-02-19 02:40:00,1888994,2.0
2021-02-19 03:05:00,1888994,0.0
2021-02-19 03:40:00,1888994,0.0
2021-02-19 04:05:00,1888994,0.0
2021-02-19 04:35:00,1888994,0.0
2021-02-19 05:05:00,1888994,0.0
2021-02-19 05:40:00,1889000,6.0
2021-02-19 06:05:00,1889022,22.0
2021-02-19 06:40:00,1889166,144.0
